,CourseName,Edges,Source,Source_Course_Instructor,Target,Weights
909,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590MD,1
910,Information Service Marketing,"['Presentation', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",590OH,3
911,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",590PBO,1
912,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590PC,1
913,Information Service Marketing,"['Presentation', 'Social Aspects', 'Business']",590ISO,"Jeff Limp, ryan larkin",590PP,3
914,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590PR,1
915,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590PR2,1
916,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590QM,1
917,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",590SOS,2
918,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590SPO,1
919,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",594JLW,2
920,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502B,2
921,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502C,2
922,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",507A,2
923,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",507AO,2
924,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",507AO2,2
925,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",508AO,1
926,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",508AO2,1
927,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",515A,1
928,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",515AO,1
929,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",516A,1
930,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",516AO,1
931,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",518AO,4
932,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",527AO,2
933,Information Service Marketing,"['Information Organization', 'Social Aspects', 'Business', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",528A,4
934,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",530C,1
935,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",530I,1
936,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",531AO,1
937,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",532A,2
938,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",532AO,2
939,Information Service Marketing,['requiremnets research/user/consulting/synthesis'],590ISO,"Jeff Limp, ryan larkin",539A,1
940,Information Service Marketing,['requiremnets research/user/consulting/synthesis'],590ISO,"Jeff Limp, ryan larkin",539AO,1
941,Information Service Marketing,['requiremnets research/user/consulting/synthesis'],590ISO,"Jeff Limp, ryan larkin",540A,1
942,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",542A,2
943,Information Service Marketing,"['Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",542B,2
944,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",543A,1
945,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",543B,1
946,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",543C,1
947,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",545AO,1
948,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",547AO,1
949,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",559A,1
950,Information Service Marketing,"['Social Aspects', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",560AO,2
951,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",561A,1
952,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",561AO,1
953,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",561B,1
954,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",562AO,2
955,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",567AO,2
956,Information Service Marketing,['Presentation'],590ISO,"Jeff Limp, ryan larkin",580AO,1
957,Information Service Marketing,"['Information Organization', 'Business']",590ISO,"Jeff Limp, ryan larkin",581AO,2
958,Information Service Marketing,"['Information Organization', 'Business']",590ISO,"Jeff Limp, ryan larkin",582AO,2
959,Information Service Marketing,['requiremnets research/user/consulting/synthesis'],590ISO,"Jeff Limp, ryan larkin",586A,1
960,Information Service Marketing,['requiremnets research/user/consulting/synthesis'],590ISO,"Jeff Limp, ryan larkin",586AO,1
961,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",590AT,2
962,Information Service Marketing,['Presentation'],590ISO,"Jeff Limp, ryan larkin",590BAO,1
963,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",590BBO,1
964,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",590CA,2
965,Information Service Marketing,"['Social Aspects', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",590CRO,2
966,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",590DHO,1
967,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",590DT,1
968,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",390CC,3
969,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",390RGI,3
970,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",390W1A,4
971,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",390W1B,4
972,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",404AG,1
973,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",404AO,1
974,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",404AU,1
975,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",409AG,2
976,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",409AO,2
977,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",409AO2,2
978,Information Service Marketing,"['Presentation', 'Social Aspects']",590ISO,"Jeff Limp, ryan larkin",409AU,2
979,Information Service Marketing,"['Social Aspects', 'Business']",590ISO,"Jeff Limp, ryan larkin",418AO,2
980,Information Service Marketing,"['Social Aspects', 'Business']",590ISO,"Jeff Limp, ryan larkin",418AU,2
981,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",451A,1
982,Information Service Marketing,['Social Aspects'],590ISO,"Jeff Limp, ryan larkin",451AO,1
983,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",452AG,1
984,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",452AO,1
985,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",452AU,1
986,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",452BG,1
987,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",452BU,1
988,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",457IDG,1
989,Information Service Marketing,['Presentation'],590ISO,"Jeff Limp, ryan larkin",457IDU,1
990,Information Service Marketing,['Information Organization'],590ISO,"Jeff Limp, ryan larkin",458AO,1
991,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",461AG,3
992,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",461AO,3
993,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",461AU,3
994,Information Service Marketing,['Business'],590ISO,"Jeff Limp, ryan larkin",462G4,1
995,Information Service Marketing,['Business'],590ISO,"Jeff Limp, ryan larkin",462UG3,1
996,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490DB,3
997,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490DBO,3
998,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490GHU,3
999,Information Service Marketing,"['Information Organization', 'Presentation', 'Social Aspects', 'Business']",590ISO,"Jeff Limp, ryan larkin",490GI,4
1000,Information Service Marketing,"['Information Organization', 'Presentation', 'Social Aspects', 'Business']",590ISO,"Jeff Limp, ryan larkin",490ITG,4
1001,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490ITU,3
1002,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490SMG,3
1003,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490SMU,3
1004,Information Service Marketing,"['Presentation', 'Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",490TEO,3
1005,Information Service Marketing,"['Information Organization', 'Business', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",501A,3
1006,Information Service Marketing,"['Information Organization', 'Business', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",501AO,3
1007,Information Service Marketing,"['Information Organization', 'Business', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",501AO2,3
1008,Information Service Marketing,"['Information Organization', 'Business', 'requiremnets research/user/consulting/synthesis']",590ISO,"Jeff Limp, ryan larkin",501B,3
1009,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502A,2
1010,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502AO,2
1011,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502AO2,2
1012,Information Service Marketing,"['Social Aspects', 'Information Organization']",590ISO,"Jeff Limp, ryan larkin",502AO3,2
1013,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,590OH,1
1014,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,590PC,1
1015,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,590PR,2
1016,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,590PR2,2
1017,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,590QM,2
1018,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,590SOS,1
1019,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,590SPO,1
1020,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,594JLW,2
1021,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502B,2
1022,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502C,2
1023,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,507A,1
1024,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,507AO,1
1025,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,507AO2,1
1026,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,508AO,1
1027,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,508AO2,1
1028,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,515A,1
1029,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,515AO,1
1030,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,516A,1
1031,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,516AO,1
1032,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,518AO,2
1033,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,527AO,1
1034,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,528A,1
1035,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,530I,2
1036,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,531AO,2
1037,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,532A,2
1038,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,532AO,2
1039,Methods for Data Science,"['Analytics', 'Teaching', 'Information Organization']",590MD,Victoria Stodden,542A,3
1040,Methods for Data Science,"['Analytics', 'Teaching', 'Information Organization']",590MD,Victoria Stodden,542B,3
1041,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,543A,1
1042,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,543B,1
1043,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,543C,1
1044,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,547AO,1
1045,Methods for Data Science,['Analytics'],590MD,Victoria Stodden,548A,1
1046,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,561A,1
1047,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,561AO,1
1048,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,561B,1
1049,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,562AO,1
1050,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,567AO,2
1051,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,581AO,1
1052,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,582AO,1
1053,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,590AT,1
1054,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,590CA,1
1055,Methods for Data Science,"['Analytics', 'Information Organization']",590MD,Victoria Stodden,590DT,2
1056,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,390CC,1
1057,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,390RGI,1
1058,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,390W1A,1
1059,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,390W1B,1
1060,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,452AG,1
1061,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,452AO,1
1062,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,452AU,1
1063,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,452BG,1
1064,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,452BU,1
1065,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,457IDG,1
1066,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,457IDU,1
1067,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,458AO,2
1068,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,461AG,1
1069,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,461AO,1
1070,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,461AU,1
1071,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490DB,1
1072,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490DBO,1
1073,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,490GHU,2
1074,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490GI,1
1075,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490ITG,1
1076,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490ITU,1
1077,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490SMG,1
1078,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490SMU,1
1079,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,490TEO,1
1080,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,501A,1
1081,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,501AO,1
1082,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,501AO2,1
1083,Methods for Data Science,['Information Organization'],590MD,Victoria Stodden,501B,1
1084,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502A,2
1085,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502AO,2
1086,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502AO2,2
1087,Methods for Data Science,"['Teaching', 'Information Organization']",590MD,Victoria Stodden,502AO3,2
1088,Methods for Data Science,['Teaching'],590MD,Victoria Stodden,PR438-442,1
1089,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,590PBO,1
1090,Oral History,['Theory Based'],590OH,Kathryn LaBarre,590PC,1
1091,Oral History,"['Practical Training', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,590PP,3
1092,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,590SOS,1
1093,Oral History,['Theory Based'],590OH,Kathryn LaBarre,590TX,1
1094,Oral History,['Practical Training'],590OH,Kathryn LaBarre,591AMO,1
1095,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,594JLW,1
1096,Oral History,['Practical Training'],590OH,Kathryn LaBarre,591,1
1097,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502B,3
1098,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502C,3
1099,Oral History,['Theory Based'],590OH,Kathryn LaBarre,504A,1
1100,Oral History,['Theory Based'],590OH,Kathryn LaBarre,504AO,1
1101,Oral History,['Theory Based'],590OH,Kathryn LaBarre,504AO2,1
1102,Oral History,['Theory Based'],590OH,Kathryn LaBarre,505A,1
1103,Oral History,['Theory Based'],590OH,Kathryn LaBarre,505AO,1
1104,Oral History,"['Theory Based', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,507A,2
1105,Oral History,"['Theory Based', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,507AO,2
1106,Oral History,"['Theory Based', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,507AO2,2
1107,Oral History,"['Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,515A,2
1108,Oral History,"['Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,515AO,2
1109,Oral History,"['Theory Based', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,516A,3
1110,Oral History,"['Theory Based', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,516AO,3
1111,Oral History,"['Presentation', 'Teaching', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,518AO,4
1112,Oral History,"['Theory Based', 'Presentation', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,527AO,4
1113,Oral History,"['Theory Based', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,528A,3
1114,Oral History,"['Theory Based', 'Social Aspects']",590OH,Kathryn LaBarre,530C,2
1115,Oral History,['Theory Based'],590OH,Kathryn LaBarre,530I,1
1116,Oral History,['Teaching'],590OH,Kathryn LaBarre,531AO,1
1117,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,532A,1
1118,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,532AO,1
1119,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,539A,1
1120,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,539AO,1
1121,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,540A,1
1122,Oral History,"['Teaching', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,542A,2
1123,Oral History,"['Teaching', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,542B,2
1124,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,545AO,1
1125,Oral History,"['Theory Based', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,547AO,3
1126,Oral History,"['Theory Based', 'Practical Training']",590OH,Kathryn LaBarre,548A,2
1127,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,559A,1
1128,Oral History,"['Theory Based', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,560AO,3
1129,Oral History,['Theory Based'],590OH,Kathryn LaBarre,561A,1
1130,Oral History,['Theory Based'],590OH,Kathryn LaBarre,561AO,1
1131,Oral History,['Theory Based'],590OH,Kathryn LaBarre,561B,1
1132,Oral History,"['Theory Based', 'Social Aspects']",590OH,Kathryn LaBarre,562AO,2
1133,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,567AO,3
1134,Oral History,['Presentation'],590OH,Kathryn LaBarre,580AO,1
1135,Oral History,"['Theory Based', 'Practical Training']",590OH,Kathryn LaBarre,581AO,2
1136,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,586A,1
1137,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,586AO,1
1138,Oral History,"['Presentation', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,590AT,3
1139,Oral History,['Presentation'],590OH,Kathryn LaBarre,590BAO,1
1140,Oral History,"['Theory Based', 'Social Aspects', 'Practical Training']",590OH,Kathryn LaBarre,590BBO,3
1141,Oral History,"['Theory Based', 'Social Aspects']",590OH,Kathryn LaBarre,590CA,2
1142,Oral History,"['Theory Based', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,590CRO,3
1143,Oral History,"['Theory Based', 'Social Aspects', 'Practical Training']",590OH,Kathryn LaBarre,590DHO,3
1144,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,390CC,3
1145,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,390RGI,3
1146,Oral History,"['Presentation', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,390W1A,3
1147,Oral History,"['Presentation', 'Social Aspects', 'requiremnets research/user/consulting/synthesis']",590OH,Kathryn LaBarre,390W1B,3
1148,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,404AG,1
1149,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,404AO,1
1150,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,404AU,1
1151,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,409AG,3
1152,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,409AO,3
1153,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,409AO2,3
1154,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,409AU,3
1155,Oral History,"['Theory Based', 'Social Aspects']",590OH,Kathryn LaBarre,418AO,2
1156,Oral History,"['Theory Based', 'Social Aspects']",590OH,Kathryn LaBarre,418AU,2
1157,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,451A,1
1158,Oral History,['Social Aspects'],590OH,Kathryn LaBarre,451AO,1
1159,Oral History,"['Theory Based', 'Presentation', 'Teaching']",590OH,Kathryn LaBarre,457IDU,3
1160,Oral History,['Teaching'],590OH,Kathryn LaBarre,458AO,1
1161,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,461AG,2
1162,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,461AO,2
1163,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,461AU,2
1164,Oral History,['Theory Based'],590OH,Kathryn LaBarre,462G4,1
1165,Oral History,['Theory Based'],590OH,Kathryn LaBarre,462UG3,1
1166,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490DB,2
1167,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490DBO,2
1168,Oral History,"['Theory Based', 'Presentation', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,490GHU,4
1169,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490GI,2
1170,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490ITG,2
1171,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490ITU,2
1172,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490SMG,2
1173,Oral History,"['Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490SMU,2
1174,Oral History,"['Theory Based', 'Presentation', 'Social Aspects']",590OH,Kathryn LaBarre,490TEO,3
1175,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,501A,1
1176,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,501AO,1
1177,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,501AO2,1
1178,Oral History,['requiremnets research/user/consulting/synthesis'],590OH,Kathryn LaBarre,501B,1
1179,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502A,3
1180,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502AO,3
1181,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502AO2,3
1182,Oral History,"['Practical Training', 'Teaching', 'Social Aspects']",590OH,Kathryn LaBarre,502AO3,3
1183,Oral History,['Teaching'],590OH,Kathryn LaBarre,PR438-442,1
1184,Print Culture & Material Book,['Social Aspects'],590PBO,John Vincler,590PP,1
1185,Print Culture & Material Book,['Social Aspects'],590PBO,John Vincler,594JLW,1
1186,Print Culture & Material Book,['Social Aspects'],590PBO,John Vincler,502B,1
1187,Print Culture & Material Book,['Social Aspects'],590PBO,John Vincler,502C,1
1188,Print Culture & Material Book,['Media'],590PBO,John Vincler,504A,1
1189,Print Culture & Material Book,['Media'],590PBO,John Vincler,504AO,1
1190,Print Culture & Material Book,['Media'],590PBO,John Vincler,504AO2,1
1191,Print Culture & Material Book,['Media'],590PBO,John Vincler,507A,1
1192,Print Culture & Material Book,['Media'],590PBO,John Vincler,507AO,1
1193,Print Culture & Material Book,['Media'],590PBO,John Vincler,507AO2,1
1194,Print Culture & Material Book,['Media'],590PBO,John Vincler,508AO,1
1195,Print Culture & Material Book,['Media'],590PBO,John Vincler,508AO2,1
1196,Print Culture & Material Book,"['Social Aspects', 'Media']",590PBO,John Vincler,515A,2
