,ID,Name,Description,Instructor,category,entity_type,entity_name
67,561B, Information Modeling,"This is a required course for the MSIM degree. For MSLIS students IS 501, or concurrent enrollment in IS 501 and IS 561 is required. An introduction to the foundations of information modeling methods used in current digital library applications. The specific methods considered include relational database design, conceptual modeling, markup systems, and ontologies. The basic concepts underlying these methods are, respectively, relations, entities, grammars, and logic. Implementations include relational database design, ER/EER/UML diagrams, XML markup languages, and RDF/OWL semantic web languages. First order logic is emphasized throughout as the foundational framework for information modeling in general, and for contemporary web-based information management and delivery systems (including semantic web technologies) in particular. Course Information: 4 graduate hours. No professional credit.
","David Dubin,  Michael Gryk, Jodi Schneider","['/Jobs & Education/Education', '/Science/Computer Science']","['OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION']","['course', 'degree', 'methods', 'MSIM', 'students', 'enrollment', 'relations', 'MSLIS', 'information modeling methods', 'introduction', 'foundations', 'modeling', 'relational database design', 'markup systems', 'Implementations', 'logic', 'relational database design', 'ontologies', 'grammars', 'entities', 'library applications', 'diagrams', 'information modeling', 'delivery systems', 'information management', 'framework', 'Course Information', 'UML', 'EER', 'ER', 'credit', 'semantic web languages', 'XML markup languages', 'semantic web technologies', 'order logic', 'OWL', 'RDF']"
68,562AO, Metadata in Theory & Practice,"Combines theoretical examination of the design of metadata schema with their practical application in a variety of settings. Hands-on experience in the creation of descriptive, administrative, and structural metadata, along with their application in systems such as OAI harvesting, OpenURL resolution systems, metasearch systems and digital repositories, will help students develop a thorough understanding of current metadata standards as well as such issues as crosswalking, metadata schema, metadata's use in information retrieval and data management applications, and the role of standards bodies in metadata schema development. Course Information: 4 graduate hours. No professional credit. Prerequisite: IS 501 or consent of instructor.
","Jerome McDonough, Rihiannon Bettivia",['/Science/Computer Science'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['metadata schema', 'application', 'design', 'variety', 'examination', 'settings', 'Hands', 'students', 'metadata', 'experience', 'creation', 'resolution systems', 'systems', 'systems', 'application', 'metadata standards', 'repositories', 'OAI harvesting', 'crosswalking', 'issues', 'understanding', 'Course Information', 'role', 'standards bodies', 'metadata schema development', 'OpenURL', 'credit', 'Prerequisite', 'consent', 'instructor', 'metadata', 'metadata schema', 'data management applications', 'use', 'information retrieval']"
69,567AO, Academic Librarianship,"Introduces the higher education environment in which academic librarians and other information professionals operate in order to prepare students for leadership roles both within academic libraries and in their parent institutions. This course explores academic librarianship through a variety of lenses including: history and organization of higher education; accreditation; characteristics of students; roles of faculty and other campus professionals; and current issues and challenges. Course Information: 4 graduate hours. No professional credit.
",Melissa Wong,['/Jobs & Education/Education'],"['PERSON', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'LOCATION', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER']","['students', 'higher education environment', 'librarians', 'information professionals', 'order', 'libraries', 'leadership roles', 'parent institutions', 'librarianship', 'education', 'variety', 'lenses', 'organization', 'accreditation', 'course', 'campus professionals', 'challenges', 'issues', 'history', 'Course Information', 'credit', 'roles', 'faculty', 'characteristics']"
70,568AO, Theological Librarianship,"Provides an overview of the contexts, materials, services, and issues characterizing theological librarianship. Students interact with a number of librarians currently working in the field. Course Information: 2 or 4 graduate hours. No professional credit.
",Carisse Berryhill,[],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER']","['contexts', 'overview', 'materials', 'services', 'librarianship', 'issues', 'librarians', 'Students', 'number', 'credit', 'field', 'Course Information']"
71,580AO, Rare Book and Spec Colls,"Designed as a practical introduction to Rare Book and Special Collections Librarianship, to cover for the neophyte as well as the experienced librarian the many issues of these departments' responsibilities, including selection, acquisition, receiving, cataloging, processing, shelving, circulation, inter-library loan, reference, preservation and conservation, security, exhibition, publication, and so forth, including the uses of information technology. Course Information: 2 graduate hours. No professional credit.
",Sidney Berger,['/Arts & Entertainment'],"['EVENT', 'WORK_OF_ART', 'OTHER', 'PERSON', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER']","['introduction', 'Rare Book', 'neophyte', 'librarian', 'acquisition', 'cataloging', 'processing', 'issues', 'responsibilities', 'departments', 'Special Collections Librarianship', 'shelving', 'preservation', 'reference', 'loan', 'circulation', 'information technology', 'selection', 'uses', 'conservation', 'security', 'exhibition', 'publication', 'Course Information', 'credit']"
72,581AO, Adm and Use Archival Materials,"Administration of archives and manuscript collections in various types of institutions. Theoretical principles and archival practices of appraisal, acquisition, accessioning, arrangement, description, preservation, and reference services. Topics will include: records management programs, collecting archives programs/special collections, legal and ethical issues, public programming and advocacy, and the impact of new information technologies for preservation and access. Lectures, discussion, internet demonstration, and field trips to the Special Collections Department and University Archives. Course Information: 4 graduate hours. No professional credit.
",Melissa Salrin,['/Reference'],"['OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['archives', 'manuscript collections', 'types', 'institutions', 'Administration', 'accessioning', 'principles', 'practices', 'appraisal', 'acquisition', 'arrangement', 'archives programs', 'collections', 'records management programs', 'programming', 'Topics', 'preservation', 'description', 'reference services', 'issues', 'advocacy', 'impact', 'field trips', 'internet demonstration', 'Course Information', 'credit', 'Special Collections Department and University Archives', 'access', 'preservation', 'information technologies', 'discussion', 'Lectures']"
73,582AO, Preserving Info Resources,"Covers the broad range of library preservation and conservation for book and nonbook materials relating these efforts to the total library environment; emphasizes how the preservation of collections affects collection management and development, technical services, access to materials and service to users. Course Information: 4 graduate hours. No professional credit.
",Andrew Huot,['/Reference/Libraries & Museums'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['library preservation', 'range', 'materials', 'conservation', 'book', 'nonbook', 'preservation', 'collections', 'library environment', 'efforts', 'collection management', 'development', 'users', 'services', 'materials', 'service', 'Course Information', 'access', 'credit']"
74,583A, Grad Bioinformatics Seminar,This seminar series focuses on research in the field of bioinformatics and computational biology. Course Information: Same as CPSC 591 and INFO 591. See INFO 591.,Sandra Rodriguez-Zas,['/Science'],"['WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['seminar series', 'research', 'biology', 'field', 'bioinformatics', 'Course Information', 'INFO', 'INFO 591', 'CPSC 591']"
75,586A, Digital Preservation,"Examines current problems with and approaches to digital preservation that are fundamental to the long-term accessibility of digital materials. Examines the range of current research problems, along with emerging methods and tools, and assesses a variety of organizational scenarios to plan and implement a preservation plan. Topics include basic information theory, preservation of complex digital objects; standards and specifications; sustainability and risk assessment; authenticity, integrity, quality control, and certification; and management of preservation activities. Course Information: 4 graduate hours. No professional credit.
",Rhiannon Bettivia,['/Business & Industrial'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['problems', 'preservation', 'approaches', 'accessibility', 'materials', 'range', 'preservation', 'research problems', 'Topics', 'variety', 'scenarios', 'preservation plan', 'tools', 'methods', 'information theory', 'objects', 'preservation activities', 'management', 'certification', 'quality control', 'Course Information', 'credit', 'integrity', 'authenticity', 'sustainability', 'risk assessment', 'specifications', 'standards']"
76,586AO, Digital Preservation,"Examines current problems with and approaches to digital preservation that are fundamental to the long-term accessibility of digital materials. Examines the range of current research problems, along with emerging methods and tools, and assesses a variety of organizational scenarios to plan and implement a preservation plan. Topics include basic information theory, preservation of complex digital objects; standards and specifications; sustainability and risk assessment; authenticity, integrity, quality control, and certification; and management of preservation activities. Course Information: 4 graduate hours. No professional credit.", Robert DeCandido,['/Business & Industrial'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['problems', 'preservation', 'approaches', 'accessibility', 'materials', 'range', 'preservation', 'research problems', 'Topics', 'variety', 'scenarios', 'preservation plan', 'tools', 'methods', 'information theory', 'objects', 'preservation activities', 'management', 'certification', 'quality control', 'Course Information', 'credit', 'integrity', 'authenticity', 'sustainability', 'risk assessment', 'specifications', 'standards']"
77,587A, History and Foundations of LIS,"This required course for all first-semester library and information science (LIS) doctoral students introduces students to the historical foundations of LIS. Examinations of the interactions of socio-cultural, technological and professional factors underlying the emergence of LIS provide a basis for exploring more recent developments in theory and practice. Course Information: 4 graduate hours. No professional credit. Prerequisite: LIS doctoral student in their first semester.
","Bonnie Mak,  Terry Weech",['/Jobs & Education/Education'],"['OTHER', 'LOCATION', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['LIS', 'library and information science', 'students', 'course', 'students', 'foundations', 'factors', 'Examinations', 'interactions', 'emergence', 'basis', 'credit', 'Prerequisite', 'student', 'Course Information', 'developments', 'theory', 'practice']"
78,590AT, Issues Scholarly Communication,"Description: A basic level of scholarly communication literacy and sophistication is an increasing requirement of academic librarians, both to inform their work and to make those librarians effective partners in the scholarly enterprise. This course is designed to cultivate and develop that literacy. It will address topics such as: the established modes of scholarly communication and the emergence of alternatives influenced by the growth of social media and other forms of networked communication; the divide between formal and informal modes of scholarly communication and the current state of flux as that divide begins to collapse; the varying economies of scholarship (the reputation and prestige economy, the financial economy both in the market and in the mission-driven research academy, and the economic impact of scholarly communication decisions upon library budgets); modes of credentialing scholarship and their impact upon professional advancement, with special attention to peer rev Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Maria Bonn,"['/Jobs & Education/Education', '/Reference']","['OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['requirement', 'librarians', 'communication', 'librarians', 'literacy', 'sophistication', 'both', 'work', 'Description', 'partners', 'enterprise', 'course', 'research academy', 'modes', 'literacy', 'topics', 'communication', 'communication', 'communication', 'economy', 'economies', 'modes', 'modes', 'economy', 'scholarship', 'divide', 'divide', 'impact', 'state', 'reputation', 'prestige', 'flux', 'forms', 'social media', 'growth', 'alternatives', 'emergence', 'communication decisions', 'library budgets', 'market', 'Course Information', 'Class Schedule Information', 'sections', 'information sciences', 'curriculum', 'fees', 'credit', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'IS 590', 'topics courses', 'impact', 'credentialing scholarship', 'aspects', 'rev Variety', 'attention', 'advancement']"
79,590BAO, Business Analytics,"A foundational course in practical data analytics for the beginner. Students will be introduced to current data analysis tools and techniques for the querying, transformation, summarization, visualization, and modeling of data. Concurrently, the course will explore the terminology and theory behind data analysis and delve into the soft skills required to become an analytics advocate in the workplace. Tools used will include R, MySQL, and Tableau. No prior experience is assumed. Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",John Gough,"['/Jobs & Education/Education', '/Computers & Electronics/Enterprise Technology/Data Management', '/Business & Industrial']","['OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['course', 'data analytics', 'beginner', 'data analysis tools', 'Students', 'data', 'techniques', 'querying', 'transformation', 'summarization', 'visualization', 'modeling', 'data analysis', 'Tools', 'topics courses', 'analytics advocate', 'workplace', 'soft skills', 'terminology', 'theory', 'experience', 'aspects', 'Variety', 'Class Schedule Information', 'fees', 'credit', 'Tableau', 'MySQL', 'R', 'Class materials fee', 'field trip fee', 'Class Schedule.', 'Course Information', 'information sciences', 'curriculum', 'sections', 'IS 590']"
80,590BBO," Bookbinding: Hist, Princ, Prac","A hands-on exploration of multiple styles of bookbinding. Students will acquire fundamental technical knowledge by creating a variety of book structures using traditional tools and materials. An appreciation of the history of bindings will be gained through readings, visits to the Rare Book and Manuscript Library, the Conservation Lab and other field trips. Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Andrew Huot,['/Jobs & Education/Education'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['bookbinding', 'styles', 'exploration', 'knowledge', 'Students', 'variety', 'materials', 'tools', 'book structures', 'appreciation', 'field trips', 'Variety', 'topics courses', 'bindings', 'visits', 'readings', 'history', 'aspects', 'information sciences', 'curriculum', 'Class Schedule Information', 'credit', 'Conservation Lab', 'Rare Book and Manuscript Library', 'Class materials fee', 'field trip fee', 'Class Schedule.', 'Course Information', 'sections', 'fees', 'IS 590']"
81,590CA, Community Archives,"Prerequisites LIS 581, or consent of instructor. Community Archives are a collection of material that documents one or many aspects of a community's heritage, collected and preserved by that community and its members. These materials tell the story of groups of people who have often been excluded from mainstream archives, which have tended to focus on official documents and the lives of elites. We will investigate the role community archives play in supporting a sense of heritage and identity amongst members of a community and how they serve to raise awareness of these neglected stories in the wider public. Will work with local organizations that have agreed to take part, and students will contribute to the work of their archives by assisting in identifying records of long term value, documenting the experience of its members, providing the organization with practical and affordable solutions within a framework of best practice of archives and records management, and working collaborat Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Anke Voss,['/Jobs & Education/Education'],"['OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'ORGANIZATION', 'OTHER', 'PERSON', 'OTHER', 'ORGANIZATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['LIS 581', 'Community Archives', 'consent', 'instructor', 'members', 'members', 'community', 'collection', 'material', 'aspects', 'heritage', 'people', 'students', 'organizations', 'mainstream archives', 'community', 'materials', 'groups', 'community', 'role community archives', 'archives', 'story', 'part', 'stories', 'heritage', 'records', 'awareness', 'public', 'elites', 'lives', 'documents', 'sense', 'identity', 'experience', 'work', 'value', 'Course Information', 'organization', 'aspects', 'Class Schedule Information', 'information sciences', 'sections', 'curriculum', 'fees', 'Class materials fee', 'field trip fee', 'credit', 'Class Schedule.', 'archives', 'IS 590', 'topics courses', 'Variety', 'records management', 'practice', 'framework', 'solutions']"
82,590CRO, Comics: Advising Readers,"[Expanded title: Comics: Advising Child and Adult Readers] Comics--in forms including comic strips, comic books, graphic novels, webcomics, and manga--represent an important cultural medium, which appeals to persons of all ages and is collected by many school, public, and academic libraries. This course introduces students to the comics medium, its history, and its cultural influences. Students will read a variety of comics and learn about materials and techniques key to providing reader's advisory in this medium. Although this course focuses on American comics, some readings and discussions will touch on this medium's international dimensions. Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Carol Tilley,['/Arts & Entertainment/Comics & Animation/Comics'],"['OTHER', 'OTHER', 'WORK_OF_ART', 'WORK_OF_ART', 'PERSON', 'PERSON', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'ORGANIZATION', 'LOCATION', 'PERSON', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['medium', 'title', 'Comics', 'Comics', 'Readers', 'Child', 'forms', 'comic books', 'comics medium', 'comic strips', 'ages', 'persons', 'manga', 'webcomics', 'graphic novels', 'school', 'libraries', 'students', 'variety', 'comics', 'course', 'comics', 'reader', 'medium', 'course', 'readings', 'materials', 'Students', 'influences', 'techniques', 'history', 'discussions', 'dimensions', 'Course Information', 'Class Schedule Information', 'advisory', 'sections', 'fees', 'field trip fee', 'Class materials fee', 'American', 'credit', 'Class Schedule.', 'IS 590', 'topics courses', 'Variety', 'curriculum', 'information sciences', 'aspects']"
83,590DHO, Digital Humanities,"Will look at some of the history of digital humanities, examine some case studies of digital tools and methods applied to humanities material in the context of research, and consider the implications of such projects for libraries, both in terms of providing support to their creators and in terms of collecting the results. This course considers fundamental concepts and common technologies to understand how they enable and constrain digital scholarship in the humanities, and to explore the abundant opportunities and challenges that digital projects pose for libraries. Through lectures, discussion, and hands-on use of digital tools and humanities data, students will gain familiarity with the shape and prominent features of the extensive landscape of digital humanities research, along with some of the basic skills required to navigate it. Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Katrina Fenlon,[],"['PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['humanities', 'tools', 'some', 'case studies', 'humanities material', 'history', 'methods', 'context', 'research', 'projects', 'libraries', 'terms', 'terms', 'creators', 'implications', 'concepts', 'opportunities', 'support', 'results', 'humanities', 'course', 'some', 'projects', 'libraries', 'students', 'research', 'challenges', 'use', 'lectures', 'discussion', 'scholarship', 'technologies', 'data', 'familiarity', 'shape', 'features', 'landscape', 'Course Information', 'Class Schedule Information', 'curriculum', 'sections', 'fees', 'field trip fee', 'Class materials fee', 'credit', 'Class Schedule.', 'IS 590', 'topics courses', 'skills', 'information sciences', 'aspects', 'Variety']"
84,590DI, Big Data Infrastructrs for R&D,"Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Melissa Cragin,['/Jobs & Education/Education'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['topics courses', 'Variety', 'aspects', 'information sciences', 'curriculum', 'sections', 'Course Information', 'IS 590', 'Class Schedule Information', 'fees', 'Class materials fee', 'Class Schedule.', 'field trip fee', 'credit']"
85,590DT, Data Mining,"Data mining refers to the process of exploring large datasets with the goal of uncovering interesting patterns. This process usually involves a number of tasks such as data collection, pre-processing, and characterization; model fitting, selection, and evaluation; classification, clustering, and prediction. Although data mining has its roots in database management, it has grown into a discipline that focuses on algorithm design (to ensure computational feasibility) and statistical modeling (to separate the signal from the noise). It draws heavily upon a variety of other disciplines including statistics, machine learning, operations research, and information retrieval. Will cover the major data mining concepts, principles, and techniques that *every information scientist should know about.* Lectures will introduce and discuss the major approaches to data mining; computer lab sessions coupled with assignments will provide hands-on experience with these approaches; term projects offer the Variety of newly developed and special topics courses on different aspects of the information sciences intended to augment the existing curriculum, offered as sections of IS 590. Course Information: Additional fees may apply. See Class Schedule. 1 to 4 graduate hours. No professional credit. May be repeated. Class Schedule Information: Class materials fee or field trip fee may be required.
",Vetle Torvik,"['/Computers & Electronics/Enterprise Technology/Data Management', '/Science', '/Business & Industrial']","['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER']","['process', 'datasets', 'Data mining', 'process', 'goal', 'patterns', 'data mining', 'number', 'tasks', 'data collection', 'discipline', 'classification', 'prediction', 'clustering', 'evaluation', 'selection', 'model fitting', 'characterization', 'pre-processing', 'roots', 'data mining', 'variety', 'disciplines', 'modeling', 'approaches', 'Course Information', 'information retrieval', 'operations research', 'machine learning', 'noise', 'database management', 'algorithm design', 'feasibility', 'signal', 'principles', 'techniques', 'Lectures', 'Class Schedule Information', 'information sciences', 'sections', 'curriculum', 'fees', 'statistics', 'data mining concepts', 'information scientist', 'Class materials fee', 'field trip fee', 'term projects', 'credit', 'Class Schedule.', 'IS 590', 'topics courses', 'approaches', 'Variety', 'aspects', 'assignments', 'computer lab sessions', 'experience']"
86,202AD1,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
87,202AD2,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
88,202AD3,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
89,202AD4,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
90,202AD5,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
91,202AD6,�Social Aspects Info Tech,Course Information: Same as INFO 202 and MACS 202. See INFO 202,Emily Knox,[],"['OTHER', 'OTHER', 'CONSUMER_GOOD']","['Course Information', 'INFO 202', 'MACS']"
