Label,Edges,Source,Source_Course_Instructor,Target,Weights
Text Mining,['LIS'],590TX,Sidney Berger,515AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,516A,1
Text Mining,['Theory Based'],590TX,Sidney Berger,516AO,1
Text Mining,['LIS'],590TX,Sidney Berger,525AO,1
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,527AO,2
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,528A,2
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,530C,2
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,530I,2
Text Mining,['LIS'],590TX,Sidney Berger,530MAO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,547AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,548A,1
Text Mining,['Theory Based'],590TX,Sidney Berger,560AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,561A,1
Text Mining,['Theory Based'],590TX,Sidney Berger,561AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,561B,1
Text Mining,['Theory Based'],590TX,Sidney Berger,562AO,1
Text Mining,['LIS'],590TX,Sidney Berger,567AO,1
Text Mining,['LIS'],590TX,Sidney Berger,568AO,1
Text Mining,['LIS'],590TX,Sidney Berger,580AO,1
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,581AO,2
Text Mining,['LIS'],590TX,Sidney Berger,582AO,1
Text Mining,['LIS'],590TX,Sidney Berger,586A,1
Text Mining,['LIS'],590TX,Sidney Berger,586AO,1
Text Mining,['LIS'],590TX,Sidney Berger,587A,1
Text Mining,['LIS'],590TX,Sidney Berger,590AT,1
Text Mining,['Theory Based'],590TX,Sidney Berger,590BBO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,590CA,1
Text Mining,['Theory Based'],590TX,Sidney Berger,590CRO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,590DHO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,390CC,1
Text Mining,['Theory Based'],590TX,Sidney Berger,390RGI,1
Text Mining,['Theory Based'],590TX,Sidney Berger,409AG,1
Text Mining,['Theory Based'],590TX,Sidney Berger,409AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,409AO2,1
Text Mining,['Theory Based'],590TX,Sidney Berger,409AU,1
Text Mining,['Theory Based'],590TX,Sidney Berger,418AO,1
Text Mining,['Theory Based'],590TX,Sidney Berger,418AU,1
Text Mining,['Theory Based'],590TX,Sidney Berger,457IDU,1
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,462G4,2
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,462UG3,2
Text Mining,['Theory Based'],590TX,Sidney Berger,490GHU,1
Text Mining,"['Theory Based', 'LIS']",590TX,Sidney Berger,490TEO,2
Text Mining,['LIS'],590TX,Sidney Berger,501A,1
Text Mining,['LIS'],590TX,Sidney Berger,501AO,1
Text Mining,['LIS'],590TX,Sidney Berger,501AO2,1
Text Mining,['LIS'],590TX,Sidney Berger,501B,1
Text Mining,['LIS'],590TX,Sidney Berger,502A,1
Text Mining,['LIS'],590TX,Sidney Berger,502AO,1
Text Mining,['LIS'],590TX,Sidney Berger,502AO2,1
Text Mining,['LIS'],590TX,Sidney Berger,502AO3,1
Practicum,['Practical Training'],591AMO,,591,1
Practicum,['Practical Training'],591AMO,,502B,1
Practicum,['Practical Training'],591AMO,,502C,1
Practicum,['Practical Training'],591AMO,,548A,1
Practicum,['Practical Training'],591AMO,,567AO,1
Practicum,['Practical Training'],591AMO,,581AO,1
Practicum,['Practical Training'],591AMO,,590BBO,1
Practicum,['Practical Training'],591AMO,,590DHO,1
Practicum,['Practical Training'],591AMO,,502A,1
Practicum,['Practical Training'],591AMO,,502AO,1
Practicum,['Practical Training'],591AMO,,502AO2,1
Practicum,['Practical Training'],591AMO,,502AO3,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502B,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502C,2
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,507A,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,507AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,507AO2,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,508AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,508AO2,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,515A,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,515AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,516A,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,516AO,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,518AO,2
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,527AO,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,528A,2
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,530C,1
Information Sciences Practice,"['Analytics', 'Information Organization']",594JLW,Catherine Blake,530I,2
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,531AO,1
Information Sciences Practice,"['Analytics', 'Social Aspects', 'Information Organization']",594JLW,Catherine Blake,532A,3
Information Sciences Practice,"['Analytics', 'Social Aspects', 'Information Organization']",594JLW,Catherine Blake,532AO,3
Information Sciences Practice,"['Analytics', 'Information Organization']",594JLW,Catherine Blake,542A,2
Information Sciences Practice,"['Analytics', 'Information Organization']",594JLW,Catherine Blake,542B,2
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,543A,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,543B,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,543C,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,545AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,547AO,1
Information Sciences Practice,['Analytics'],594JLW,Catherine Blake,548A,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,559A,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,560AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,561A,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,561AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,561B,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,562AO,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,567AO,2
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,581AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,582AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,590AT,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,590BBO,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,590CA,2
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,590CRO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,590DHO,1
Information Sciences Practice,"['Analytics', 'Information Organization']",594JLW,Catherine Blake,590DT,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,390CC,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,390RGI,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,390W1A,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,390W1B,2
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,404AG,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,404AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,404AU,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,409AG,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,409AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,409AO2,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,409AU,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,418AO,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,418AU,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,451A,1
Information Sciences Practice,['Social Aspects'],594JLW,Catherine Blake,451AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,452AG,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,452AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,452AU,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,452BG,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,452BU,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,457IDG,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,458AO,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,461AG,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,461AO,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,461AU,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490DB,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490DBO,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490GHU,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490GI,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490ITG,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490ITU,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490SMG,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490SMU,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,490TEO,2
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,501A,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,501AO,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,501AO2,1
Information Sciences Practice,['Information Organization'],594JLW,Catherine Blake,501B,1
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502A,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502AO,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502AO2,2
Information Sciences Practice,"['Social Aspects', 'Information Organization']",594JLW,Catherine Blake,502AO3,2
Practicum,['Practical Training'],591,,502B,1
Practicum,['Practical Training'],591,,502C,1
Practicum,['Practical Training'],591,,548A,1
Practicum,['Practical Training'],591,,567AO,1
Practicum,['Practical Training'],591,,581AO,1
Practicum,['Practical Training'],591,,590BBO,1
Practicum,['Practical Training'],591,,590DHO,1
Practicum,['Practical Training'],591,,502A,1
Practicum,['Practical Training'],591,,502AO,1
Practicum,['Practical Training'],591,,502AO2,1
Practicum,['Practical Training'],591,,502AO3,1
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502B,Bonnie Mak,502C,6
Libraries Info and Society,['LIS'],502B,Bonnie Mak,504A,1
Libraries Info and Society,['LIS'],502B,Bonnie Mak,504AO,1
Libraries Info and Society,['LIS'],502B,Bonnie Mak,504AO2,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,507A,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,507AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,507AO2,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,508AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,508AO2,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502B,Bonnie Mak,515A,3
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502B,Bonnie Mak,515AO,3
Libraries Info and Society,"['Teaching', 'Social Aspects']",502B,Bonnie Mak,516A,2
Libraries Info and Society,"['Teaching', 'Social Aspects']",502B,Bonnie Mak,516AO,2
Libraries Info and Society,"['Teaching', 'Social Aspects', 'Information Organization']",502B,Bonnie Mak,518AO,3
Libraries Info and Society,['LIS'],502B,Bonnie Mak,525AO,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502B,Bonnie Mak,527AO,3
Libraries Info and Society,"['Social Aspects', 'LIS', 'Information Organization']",502B,Bonnie Mak,528A,3
Libraries Info and Society,"['Social Aspects', 'LIS']",502B,Bonnie Mak,530C,2
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,530I,2
Libraries Info and Society,['LIS'],502B,Bonnie Mak,530MAO,1
Libraries Info and Society,"['Teaching', 'Information Organization']",502B,Bonnie Mak,531AO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502B,Bonnie Mak,532A,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502B,Bonnie Mak,532AO,2
Libraries Info and Society,"['Teaching', 'Information Organization']",502B,Bonnie Mak,542A,2
Libraries Info and Society,"['Teaching', 'Information Organization']",502B,Bonnie Mak,542B,2
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,543A,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,543B,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,543C,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,545AO,1
Libraries Info and Society,"['Teaching', 'Social Aspects']",502B,Bonnie Mak,547AO,2
Libraries Info and Society,['Practical Training'],502B,Bonnie Mak,548A,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,559A,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,560AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,561A,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,561AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,561B,1
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502B,Bonnie Mak,562AO,2
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects']",502B,Bonnie Mak,567AO,5
Libraries Info and Society,['LIS'],502B,Bonnie Mak,568AO,1
Libraries Info and Society,"['LIS', 'Security']",502B,Bonnie Mak,580AO,2
Libraries Info and Society,"['Practical Training', 'LIS', 'Information Organization']",502B,Bonnie Mak,581AO,3
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,582AO,2
Libraries Info and Society,"['LIS', 'Security']",502B,Bonnie Mak,586A,2
Libraries Info and Society,"['LIS', 'Security']",502B,Bonnie Mak,586AO,2
Libraries Info and Society,['LIS'],502B,Bonnie Mak,587A,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502B,Bonnie Mak,590AT,3
Libraries Info and Society,"['Practical Training', 'Social Aspects']",502B,Bonnie Mak,590BBO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502B,Bonnie Mak,590CA,2
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,590CRO,1
Libraries Info and Society,"['Practical Training', 'Social Aspects']",502B,Bonnie Mak,590DHO,2
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,590DT,1
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,390CC,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,390RGI,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,390W1A,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,390W1B,3
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,404AG,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,404AO,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,404AU,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,409AG,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,409AO,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,409AO2,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,409AU,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,418AO,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,418AU,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,451A,1
Libraries Info and Society,['Social Aspects'],502B,Bonnie Mak,451AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,452AG,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,452AO,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,452AU,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,452BG,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,452BU,1
Libraries Info and Society,['Information Organization'],502B,Bonnie Mak,457IDG,1
Libraries Info and Society,['Teaching'],502B,Bonnie Mak,457IDU,1
Libraries Info and Society,"['Teaching', 'Information Organization']",502B,Bonnie Mak,458AO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,461AG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,461AO,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,461AU,3
Libraries Info and Society,"['LIS', 'Security']",502B,Bonnie Mak,462G4,2
Libraries Info and Society,"['LIS', 'Security']",502B,Bonnie Mak,462UG3,2
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490DB,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490DBO,3
Libraries Info and Society,"['Teaching', 'Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490GHU,4
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490GI,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490ITG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490ITU,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490SMG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502B,Bonnie Mak,490SMU,3
Libraries Info and Society,"['Social Aspects', 'LIS', 'Information Organization', 'Security']",502B,Bonnie Mak,490TEO,4
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,501A,2
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,501AO,2
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,501AO2,2
Libraries Info and Society,"['LIS', 'Information Organization']",502B,Bonnie Mak,501B,2
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502B,Bonnie Mak,502A,6
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502B,Bonnie Mak,502AO,6
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502B,Bonnie Mak,502AO2,6
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502B,Bonnie Mak,502AO3,6
Libraries Info and Society,['Teaching'],502B,Bonnie Mak,PR438-442,1
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,504A,1
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,504AO,1
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,504AO2,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,507A,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,507AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,507AO2,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,508AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,508AO2,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502C,Melissa Ocepek,515A,3
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502C,Melissa Ocepek,515AO,3
Libraries Info and Society,"['Teaching', 'Social Aspects']",502C,Melissa Ocepek,516A,2
Libraries Info and Society,"['Teaching', 'Social Aspects']",502C,Melissa Ocepek,516AO,2
Libraries Info and Society,"['Teaching', 'Social Aspects', 'Information Organization']",502C,Melissa Ocepek,518AO,3
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,525AO,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502C,Melissa Ocepek,527AO,3
Libraries Info and Society,"['Social Aspects', 'LIS', 'Information Organization']",502C,Melissa Ocepek,528A,3
Libraries Info and Society,"['Social Aspects', 'LIS']",502C,Melissa Ocepek,530C,2
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,530I,2
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,530MAO,1
Libraries Info and Society,"['Teaching', 'Information Organization']",502C,Melissa Ocepek,531AO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502C,Melissa Ocepek,532A,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502C,Melissa Ocepek,532AO,2
Libraries Info and Society,"['Teaching', 'Information Organization']",502C,Melissa Ocepek,542A,2
Libraries Info and Society,"['Teaching', 'Information Organization']",502C,Melissa Ocepek,542B,2
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,543A,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,543B,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,543C,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,545AO,1
Libraries Info and Society,"['Teaching', 'Social Aspects']",502C,Melissa Ocepek,547AO,2
Libraries Info and Society,['Practical Training'],502C,Melissa Ocepek,548A,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,559A,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,560AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,561A,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,561AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,561B,1
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502C,Melissa Ocepek,562AO,2
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects']",502C,Melissa Ocepek,567AO,5
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,568AO,1
Libraries Info and Society,"['LIS', 'Security']",502C,Melissa Ocepek,580AO,2
Libraries Info and Society,"['Practical Training', 'LIS', 'Information Organization']",502C,Melissa Ocepek,581AO,3
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,582AO,2
Libraries Info and Society,"['LIS', 'Security']",502C,Melissa Ocepek,586A,2
Libraries Info and Society,"['LIS', 'Security']",502C,Melissa Ocepek,586AO,2
Libraries Info and Society,['LIS'],502C,Melissa Ocepek,587A,1
Libraries Info and Society,"['Social Aspects', 'Teaching', 'LIS']",502C,Melissa Ocepek,590AT,3
Libraries Info and Society,"['Practical Training', 'Social Aspects']",502C,Melissa Ocepek,590BBO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization']",502C,Melissa Ocepek,590CA,2
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,590CRO,1
Libraries Info and Society,"['Practical Training', 'Social Aspects']",502C,Melissa Ocepek,590DHO,2
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,590DT,1
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,390CC,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,390RGI,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,390W1A,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,390W1B,3
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,404AG,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,404AO,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,404AU,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,409AG,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,409AO,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,409AO2,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,409AU,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,418AO,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,418AU,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,451A,1
Libraries Info and Society,['Social Aspects'],502C,Melissa Ocepek,451AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,452AG,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,452AO,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,452AU,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,452BG,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,452BU,1
Libraries Info and Society,['Information Organization'],502C,Melissa Ocepek,457IDG,1
Libraries Info and Society,['Teaching'],502C,Melissa Ocepek,457IDU,1
Libraries Info and Society,"['Teaching', 'Information Organization']",502C,Melissa Ocepek,458AO,2
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,461AG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,461AO,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,461AU,3
Libraries Info and Society,"['LIS', 'Security']",502C,Melissa Ocepek,462G4,2
Libraries Info and Society,"['LIS', 'Security']",502C,Melissa Ocepek,462UG3,2
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490DB,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490DBO,3
Libraries Info and Society,"['Teaching', 'Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490GHU,4
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490GI,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490ITG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490ITU,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490SMG,3
Libraries Info and Society,"['Social Aspects', 'Information Organization', 'Security']",502C,Melissa Ocepek,490SMU,3
Libraries Info and Society,"['Social Aspects', 'LIS', 'Information Organization', 'Security']",502C,Melissa Ocepek,490TEO,4
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,501A,2
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,501AO,2
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,501AO2,2
Libraries Info and Society,"['LIS', 'Information Organization']",502C,Melissa Ocepek,501B,2
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502C,Melissa Ocepek,502A,6
Libraries Info and Society,"['Information Organization', 'Practical Training', 'LIS', 'Teaching', 'Social Aspects', 'Security']",502C,Melissa Ocepek,502AO,6
